trailing_days,trailing_days_realised,n_buckets_trailing,mann_kendall_tau,mann_kendall_p,trailing_rate,earlier_rate,two_proportion_p,censoring_detected
120,111,8,-0.2857142857142857,0.19937996031746033,0.03665993265993266,0.03281399294113059,0.9999999999999999,False
