hypothesis,comparison,n_eval,n_fraud,n_clusters,noise_source,se_within_family,se_cross_family,observed_difference,ci_low,ci_high,n_resamples_usable,standard_error_paired_difference,alpha,power,minimum_detectable_effect,preregistered_ceiling,adequately_powered,seed
H4,"band-conditional average precision, tensor network vs GBDT",2537,278,689,cross-family,0.002478819066979119,0.016443677718321482,-0.021681154049271262,-0.05570134449873197,0.00886442069846086,2000,0.016443677718321482,0.05,0.8,0.046068364427063045,0.023,False,20260828
