etv_eur,reference_value_fraud_rate,threshold,achieved_value_fraud_rate,recall_at_threshold,feasible,decline_rate
100,0.0013,0.0001628820173209533,9.738338854780515e-05,0.9996095275283092,True,0.9473819565888283
250,0.0006,0.0001628820173209533,9.738338854780515e-05,0.9996095275283092,True,0.9473819565888283
500,0.0001,0.0001628820173209533,9.738338854780515e-05,0.9996095275283092,True,0.9473819565888283
